gene p_val avg_logFC p_val_adj cluster
Plac8 0 2,52300046 0 0
Hp 0 2,06883801 0 0
Ly6c2 0 1,73516456 0 0
Ms4a4c 0 1,69234936 0 0
Sirpb1c 0 1,67430965 0 0
Cd52 1,99E-294 1,43076069 2,47E-290 0
Cdkn2d 1,61E-12 0,34883112 2,00E-08 6
Ndufc1 1,69E-12 0,52765512 2,11E-08 6
Purb 1,73E-12 0,36260748 2,16E-08 6
Wdr43 1,77E-12 0,29123027 2,20E-08 6
Rps17 1,79E-12 0,43212193 2,23E-08 6
Gas2l3 1,90E-12 0,25102871 2,37E-08 6
Mrpl42 2,02E-12 0,44550985 2,52E-08 6
Snrpd2 2,12E-12 0,50922574 2,64E-08 6
Rpl12 2,35E-12 0,55992277 2,92E-08 6
Pgk1 2,48E-12 0,50320152 3,09E-08 6
Sfxn1 2,94E-12 0,27161349 3,66E-08 6
Lsm6 3,09E-12 0,47367065 3,85E-08 6
Stip1 3,18E-12 0,35245012 3,96E-08 6
Ckap4 3,79E-12 0,27673343 4,72E-08 6
Klhl5 3,94E-12 0,25521106 4,90E-08 6
Sf3b3 4,11E-12 0,34712264 5,11E-08 6
Pfdn4 4,16E-12 0,51661337 5,18E-08 6
Eif4g2 4,56E-12 0,52118841 5,67E-08 6
Cav2 4,76E-12 0,28773062 5,92E-08 6
Pih1d1 4,84E-12 0,26699362 6,02E-08 6
Rad23b 4,97E-12 0,35878165 6,18E-08 6
Rnaseh2a 5,03E-12 0,27111023 6,26E-08 6
Mrpl15 5,04E-12 0,38033906 6,27E-08 6
Agpat5 5,13E-12 0,27937367 6,39E-08 6
Ing1 5,73E-12 0,28063453 7,13E-08 6
Wapl 5,96E-12 0,26968658 7,42E-08 6
Rpl38 6,08E-12 0,48880042 7,57E-08 6
Rbm3 7,37E-12 0,38648829 9,18E-08 6
Nop10 8,35E-12 0,56072534 1,04E-07 6
Atp5g2 8,44E-12 0,47930699 1,05E-07 6
Ndufaf4 8,56E-12 0,29469679 1,07E-07 6
Rpl28 9,15E-12 0,34518409 1,14E-07 6
Nme1 9,45E-12 0,44818165 1,18E-07 6
Rps20 9,54E-12 0,42730459 1,19E-07 6
Tcf3 9,61E-12 0,29636472 1,20E-07 6
Ybx1 9,82E-12 0,47899772 1,22E-07 6
Txnrd1 1,04E-11 0,33261557 1,30E-07 6
Actl6a 1,27E-11 0,27354667 1,58E-07 6
Rps26 1,29E-11 0,42182956 1,60E-07 6
Ctcf 1,30E-11 0,27928414 1,62E-07 6
Ndufa12 1,46E-11 0,473208 1,82E-07 6
Ipo5 1,55E-11 0,26715284 1,93E-07 6
Ccdc25 1,56E-11 0,25935903 1,95E-07 6
Mrps25 1,67E-11 0,30742671 2,08E-07 6
Gm10053 1,87E-11 0,29501093 2,32E-07 6
Pnn 1,88E-11 0,35322341 2,34E-07 6
Cav1 1,89E-11 0,29850581 2,35E-07 6
Dnajc2 1,96E-11 0,3337059 2,44E-07 6
Ddt 2,05E-11 0,4275677 2,55E-07 6
Tfrc 2,08E-11 0,34391 2,59E-07 6
Rps15 2,15E-11 0,372821 2,68E-07 6
Pole3 2,16E-11 0,29174407 2,68E-07 6
Gatm 2,37E-11 0,51522295 2,95E-07 6
Immt 2,40E-11 0,33955952 2,98E-07 6
Erh 2,42E-11 0,51460226 3,01E-07 6
Ccnd1 2,46E-11 0,51302354 3,06E-07 6
Ak6 2,80E-11 0,26988312 3,49E-07 6
Adss 3,07E-11 0,35395466 3,82E-07 6
Rpl5 3,08E-11 0,45821046 3,83E-07 6
Sf3a3 3,35E-11 0,26582478 4,17E-07 6
Huwe1 3,43E-11 0,29980749 4,26E-07 6
Arl6ip1 3,43E-11 0,91837224 4,27E-07 6
Gadd45gip1 3,51E-11 0,39867145 4,36E-07 6
Fabp5 3,57E-11 0,29315502 4,44E-07 6
Pgp 3,69E-11 0,37206137 4,59E-07 6
Ola1 4,18E-11 0,25428945 5,21E-07 6
Cct2 4,36E-11 0,40647852 5,43E-07 6
Ppp2r5c 4,57E-11 0,30216033 5,69E-07 6
Lars 5,62E-11 0,25760929 6,99E-07 6
Kpna3 5,87E-11 0,27176303 7,30E-07 6
Pabpc1 7,31E-11 0,42535271 9,10E-07 6
AC160336.1 7,65E-11 0,41749204 9,52E-07 6
Nudt5 8,09E-11 0,28697186 1,01E-06 6
Mapk1 1,02E-10 0,34706691 1,27E-06 6
Elavl1 1,06E-10 0,27200954 1,32E-06 6
Eif2s2 1,10E-10 0,53329807 1,37E-06 6
C1qbp 1,10E-10 0,54205549 1,37E-06 6
Ktn1 1,12E-10 0,36423368 1,39E-06 6
Coq7 1,16E-10 0,25584815 1,44E-06 6
Naa10 1,25E-10 0,27692234 1,55E-06 6
Minos1 1,28E-10 0,44585462 1,59E-06 6
Pbrm1 1,30E-10 0,39171721 1,62E-06 6
Vrk1 1,40E-10 0,30170251 1,74E-06 6
Ddx18 1,46E-10 0,36083237 1,82E-06 6
Srsf10 1,57E-10 0,28515787 1,95E-06 6
Map4k4 1,59E-10 0,30962312 1,98E-06 6
Snrpb 1,69E-10 0,39633662 2,10E-06 6
Ctsk 1,77E-10 0,9497932 2,20E-06 6
Rnps1 1,85E-10 0,35229844 2,30E-06 6
Ubald2 1,86E-10 0,42967726 2,31E-06 6
Timm13 2,04E-10 0,45843979 2,53E-06 6
Ap1s1 2,05E-10 0,31398353 2,55E-06 6
Itpa 2,14E-10 0,26493357 2,66E-06 6
Snrpd3 2,21E-10 0,43503154 2,75E-06 6
Timm8a1 2,34E-10 0,28310328 2,91E-06 6
Cct7 2,36E-10 0,46000563 2,94E-06 6
Rfc2 2,45E-10 0,26556362 3,04E-06 6
Tial1 2,49E-10 0,34781167 3,10E-06 6
Cbfb 2,70E-10 0,26681692 3,36E-06 6
Luc7l3 3,15E-10 0,34277219 3,92E-06 6
Bckdk 3,50E-10 0,26928521 4,36E-06 6
Pcbp2 3,51E-10 0,37830952 4,37E-06 6
1810037I17Rik 3,82E-10 0,59851032 4,75E-06 6
Rpl37a 4,11E-10 0,41724883 5,11E-06 6
Ivns1abp 4,31E-10 0,32684873 5,37E-06 6
Rpl35 4,37E-10 0,39168162 5,43E-06 6
Nmt2 4,38E-10 0,25325028 5,45E-06 6
S100a4 4,55E-10 0,30592622 5,67E-06 6
Bola2 5,63E-10 0,553453 7,00E-06 6
Ndufab1 5,76E-10 0,56600497 7,17E-06 6
Mrpl28 5,80E-10 0,3442635 7,22E-06 6
Rpl36 5,91E-10 0,37165177 7,36E-06 6
Rnaseh2c 6,06E-10 0,31307651 7,54E-06 6
Ccdc88a 6,43E-10 0,31199584 8,00E-06 6
Rps21 7,10E-10 0,42875403 8,83E-06 6
Rbbp4 7,45E-10 0,31882484 9,27E-06 6
Cpsf2 7,91E-10 0,27247751 9,85E-06 6
Cd44 8,19E-10 0,41356645 1,02E-05 6
Fam133b 8,26E-10 0,26120271 1,03E-05 6
Uqcr10 8,81E-10 0,44756587 1,10E-05 6
Rack1 8,84E-10 0,39413611 1,10E-05 6
Nsun2 9,27E-10 0,33945041 1,15E-05 6
Nono 9,53E-10 0,30228296 1,19E-05 6
Hnrnpu 1,03E-09 0,43488179 1,28E-05 6
Tardbp 1,06E-09 0,30138887 1,32E-05 6
Ssb 1,25E-09 0,41882722 1,56E-05 6
Cct3 1,35E-09 0,36296789 1,68E-05 6
Rpl39 1,35E-09 0,3169374 1,68E-05 6
Naa50 1,40E-09 0,45191348 1,74E-05 6
mt-Nd1 1,43E-09 0,48155347 1,78E-05 6
Dcun1d5 1,50E-09 0,29796043 1,86E-05 6
S100a10 1,50E-09 0,43332042 1,87E-05 6
Tcp1 1,61E-09 0,39901301 2,01E-05 6
Zc3h15 1,65E-09 0,27157467 2,05E-05 6
Rbmxl1 1,65E-09 0,30352779 2,06E-05 6
Idh3a 1,88E-09 0,26145975 2,34E-05 6
Brix1 1,98E-09 0,25762775 2,46E-05 6
Calm3 1,98E-09 0,44650207 2,46E-05 6
Fus 2,01E-09 0,43576637 2,50E-05 6
Ddx21 2,01E-09 0,39467902 2,51E-05 6
Brd7 2,09E-09 0,26616699 2,61E-05 6
Slc29a1 2,17E-09 0,3217651 2,70E-05 6
Rbm8a 2,24E-09 0,36981094 2,79E-05 6
Sdc3 2,26E-09 0,2815443 2,82E-05 6
Rps19bp1 2,43E-09 0,25198924 3,02E-05 6
Crip2 2,50E-09 0,40729111 3,11E-05 6
Eef1g 2,52E-09 0,52818202 3,14E-05 6
Mbd3 2,68E-09 0,28060279 3,33E-05 6
Mrpl34 2,71E-09 0,28545223 3,38E-05 6
Eif3j1 2,80E-09 0,42205266 3,48E-05 6
Gtf2h5 2,99E-09 0,39110096 3,72E-05 6
Matr3 2,99E-09 0,2708181 3,73E-05 6
Eif1ax 3,02E-09 0,30779438 3,76E-05 6
Rpl31 3,17E-09 0,33930449 3,95E-05 6
Snu13 3,18E-09 0,51709766 3,95E-05 6
Rps19 3,29E-09 0,36071618 4,09E-05 6
Dazap1 3,35E-09 0,30681239 4,16E-05 6
Kdelr2 3,44E-09 0,27465054 4,28E-05 6
Mrpl12 3,49E-09 0,47208629 4,34E-05 6
Arpp19 3,80E-09 0,40559578 4,73E-05 6
Ddx39b 3,85E-09 0,39927278 4,79E-05 6
Nsmce1 4,09E-09 0,30721603 5,09E-05 6
Rpl10a 4,22E-09 0,37048889 5,26E-05 6
Lsm7 4,44E-09 0,35659036 5,52E-05 6
Polr2a 4,65E-09 0,25324047 5,79E-05 6
mt-Atp8 4,85E-09 0,37241703 6,03E-05 6
Arid1a 4,95E-09 0,26214625 6,17E-05 6
Atp5o 5,06E-09 0,46258749 6,30E-05 6
Qdpr 5,08E-09 0,27049121 6,32E-05 6
Eny2 5,28E-09 0,3253208 6,57E-05 6
Baz1a 5,74E-09 0,31827746 7,14E-05 6
Pfdn6 6,43E-09 0,30411085 8,01E-05 6
Rps27a 6,73E-09 0,35840965 8,37E-05 6
Cox7c 7,41E-09 0,35035831 9,23E-05 6
Stub1 7,94E-09 0,32920233 9,88E-05 6
Mrps17 8,77E-09 0,30483414 0,00010917 6
Metap2 9,49E-09 0,44596047 0,00011807 6
Eef1d 9,96E-09 0,41812773 0,00012395 6
Plp2 1,18E-08 0,42917826 0,0001464 6
Med30 1,18E-08 0,28284815 0,00014707 6
Atp5l 1,22E-08 0,33932691 0,00015137 6
Rpl35a 1,25E-08 0,28923683 0,00015498 6
Acp5 1,29E-08 0,71256474 0,00016025 6
Psmd10 1,33E-08 0,26328475 0,00016593 6
Magohb 1,52E-08 0,2530244 0,0001895 6
Oxct1 1,54E-08 0,27746115 0,00019147 6
Tagln2 1,60E-08 0,36214677 0,00019945 6
Rps13 1,62E-08 0,29415546 0,00020213 6
Supt16 1,95E-08 0,26141433 0,00024328 6
Pcbp1 2,01E-08 0,43942523 0,00025014 6
mt-Co2 3,65E-08 0,32083566 0,00045434 6
Itgav 3,71E-08 0,27640856 0,00046227 6
Rpl36a-ps1 3,98E-08 0,26250993 0,00049558 6
Mrps26 4,09E-08 0,28269967 0,00050893 6
Sf3b5 4,10E-08 0,33813563 0,00050984 6
Cox5b 4,69E-08 0,3482751 0,00058372 6
Rpl21 4,83E-08 0,25803949 0,00060165 6
Rps24 4,90E-08 0,2590961 0,00060998 6
Thoc7 5,09E-08 0,2931381 0,00063383 6
Hnrnpm 5,27E-08 0,32592977 0,00065597 6
Pdcd5 5,32E-08 0,31199313 0,00066257 6
Ywhah 5,44E-08 0,33155694 0,0006768 6
Sec11c 5,52E-08 0,41996169 0,00068654 6
Vma21 5,57E-08 0,28624925 0,00069275 6
Parl 5,98E-08 0,32950347 0,0007445 6
Rpl22l1 6,24E-08 0,47211363 0,00077689 6
Rpl32 6,40E-08 0,29868847 0,00079699 6
Psmd14 6,47E-08 0,28203588 0,00080575 6
Rsl1d1 6,56E-08 0,25326911 0,00081635 6
Fkbp4 6,63E-08 0,25878173 0,0008246 6
Cct8 6,93E-08 0,33908884 0,00086261 6
Atp5j2 7,14E-08 0,30094515 0,00088866 6
Gm10073 7,32E-08 0,28405907 0,0009107 6
Rps3a1 7,47E-08 0,31051827 0,0009303 6
Tomm5 1,01E-07 0,36470079 0,00125518 6
Rps15a 1,08E-07 0,27988103 0,00134265 6
Ndufc2 1,23E-07 0,35759382 0,00153185 6
Gm10076 1,24E-07 0,40613758 0,00154703 6
Cox20 1,48E-07 0,31988695 0,00184298 6
Rdx 1,77E-07 0,33544345 0,00220904 6
Pdpk1 1,80E-07 0,26280324 0,00224575 6
Arl8b 1,94E-07 0,25278501 0,00241413 6
Rpl30 2,03E-07 0,29419988 0,00252223 6
Rps10 2,03E-07 0,31324585 0,00253218 6
Cacybp 2,07E-07 0,30213366 0,00257646 6
Cyc1 2,38E-07 0,37527474 0,00296521 6
Clic4 2,41E-07 0,25358921 0,002999 6
Chchd1 2,54E-07 0,32082503 0,00316424 6
Bub3 2,75E-07 0,37448478 0,00341959 6
Vdac1 2,79E-07 0,32610463 0,00347027 6
Rpl23 2,94E-07 0,30160866 0,00365814 6
Ndufa5 3,11E-07 0,34978767 0,00387184 6
Gspt1 3,40E-07 0,2895831 0,00422734 6
Atp5b 3,46E-07 0,38489653 0,0043081 6
Ndufa2 3,50E-07 0,26427125 0,00435045 6
Cenpx 4,05E-07 0,3504096 0,00504 6
Tceal9 4,06E-07 0,27193011 0,00504946 6
Snrnp70 4,28E-07 0,36721039 0,00532416 6
Sec31a 4,45E-07 0,28762519 0,00554316 6
Txnl1 4,69E-07 0,33920592 0,00583322 6
Emg1 5,65E-07 0,32725077 0,00703002 6
Nol7 6,29E-07 0,35499573 0,00783155 6
Etfb 7,71E-07 0,3136727 0,00959821 6
Pcbd2 7,86E-07 0,2554483 0,00978367 6
Slc25a4 8,35E-07 0,33403375 0,0103969 6
Nans 9,03E-07 0,28151813 0,01124192 6
Lmo4 9,49E-07 0,27582153 0,011806 6
Polr2f 9,70E-07 0,25661591 0,01207704 6
Mrps36 9,88E-07 0,27784457 0,01229534 6
Mrpl57 1,14E-06 0,26659324 0,01424129 6
Eif5a 1,15E-06 0,43003451 0,0143245 6
Ndufv2 1,25E-06 0,33112471 0,0155421 6
Srrm1 1,32E-06 0,27878571 0,01641636 6
Rpl13a 1,36E-06 0,29281046 0,01691139 6
Mrps14 1,37E-06 0,29552681 0,01703633 6
Eif3a 1,39E-06 0,35127666 0,01732849 6
Eif3c 1,40E-06 0,3398678 0,01742425 6
Bag1 1,71E-06 0,26346826 0,02122446 6
Eef1b2 1,96E-06 0,43625022 0,02437765 6
Rock2 1,96E-06 0,32568774 0,02445137 6
Usmg5 2,24E-06 0,3686306 0,02785013 6
Lmna 2,61E-06 0,29930825 0,03242373 6
Rps5 2,74E-06 0,26746413 0,03412446 6
Tomm7 2,75E-06 0,34938948 0,03417394 6
mt-Nd3 2,75E-06 0,38181193 0,03428614 6
Psmd1 2,83E-06 0,26068328 0,03525485 6
Hsp90b1 2,89E-06 0,36388161 0,03601763 6
Tomm20 3,44E-06 0,35296419 0,04287484 6
Ndufb7 3,71E-06 0,27113468 0,04620539 6
Cbx1 3,72E-06 0,26732133 0,04626286 6
Anapc11 3,85E-06 0,26632789 0,04796616 6
Rnf7 3,96E-06 0,30146646 0,04929711 6
Hnrnpa3 4,37E-06 0,30067031 0,05444578 6
Vdac2 4,47E-06 0,33509107 0,055691 6
Snrpc 4,54E-06 0,28929702 0,05644561 6
Cyb5r3 4,55E-06 0,35110463 0,05668139 6
Slirp 5,10E-06 0,2860517 0,06352508 6
Snrnp27 5,53E-06 0,25493993 0,06878196 6
Denr 6,22E-06 0,30205254 0,07736963 6
Psmb7 6,29E-06 0,36362627 0,07829895 6
Uqcrfs1 7,05E-06 0,29531247 0,08775255 6
Ndufb11 7,16E-06 0,28152305 0,08909862 6
Ndufb6 9,12E-06 0,32454062 0,11345588 6
Atp5g1 9,34E-06 0,4074484 0,1163058 6
Ptms 9,52E-06 0,39670917 0,11852388 6
Atp5f1 9,76E-06 0,30728616 0,1215063 6
Uqcrq 1,05E-05 0,29533438 0,13031141 6
Eif6 1,12E-05 0,28344297 0,13913246 6
mt-Nd4l 1,13E-05 0,34417784 0,1410999 6
Hspa9 1,16E-05 0,26259128 0,1441556 6
Ctnnb1 1,19E-05 0,26815574 0,14810294 6
Cnih4 1,24E-05 0,25765843 0,1548306 6
mt-Atp6 1,55E-05 0,25623545 0,19251778 6
Cox6c 1,77E-05 0,26010022 0,21985833 6
1110004F10Rik 1,92E-05 0,27399906 0,23946097 6
Ndufs5 2,01E-05 0,30388789 0,25042157 6
Vim 2,23E-05 0,27421122 0,27811761 6
Rps2 2,46E-05 0,35723744 0,3059487 6
Sdhd 2,56E-05 0,28864224 0,31802495 6
M6pr 2,58E-05 0,30400791 0,32083805 6
Eloc 2,71E-05 0,28099539 0,33752761 6
Phb2 2,75E-05 0,29105241 0,34260539 6
Rpl14 2,77E-05 0,27308819 0,34433775 6
Mrpl52 3,06E-05 0,35345136 0,38118535 6
Rpl18 3,08E-05 0,26887038 0,38310297 6
Psma6 3,16E-05 0,26974824 0,3930101 6
U2af1 4,17E-05 0,26395283 0,51884022 6
Ndufb10 4,27E-05 0,26089674 0,53148548 6
1110008F13Rik 4,28E-05 0,25379723 0,53211925 6
Myadm 5,92E-05 0,31758382 0,73646248 6
Fkbp2 6,87E-05 0,28021946 0,85557324 6
Mmp14 9,40E-05 0,27401935 1 6
Psmc3 0,00012239 0,25205681 1 6
Park7 0,00013808 0,30423668 1 6
Ndufb8 0,00015853 0,25074767 1 6
Mt2 0,00017648 0,34842391 1 6
mt-Co3 0,00018067 0,2915566 1 6
Tubb2a 0,00021781 0,31976606 1 6
Rps18 0,00021943 0,29807477 1 6
Ldha 0,00024571 0,27450434 1 6
Slc25a5 0,00025727 0,30089839 1 6
Uqcc2 0,00032416 0,26695692 1 6
Cops9 0,0003607 0,2779373 1 6
Mdh2 0,00039658 0,36079315 1 6
Wdr89 0,00048296 0,25236736 1 6
BC005537 0,00058454 0,29585233 1 6
Mt1 0,0009718 0,36513628 1 6
Vcp 0,00143034 0,27435614 1 6
mt-Co1 0,00161289 0,25435897 1 6
Tpm4 0,00279989 0,31038466 1 6
Gm42418 0,00837101 0,85374956 1 6
